Fiscal Year,Cabinet,Department,Program,Expense Type,Expense Category,Recommended Amount,Approved Amount,Account Name,Fund,Fund Type,Program Number,Account Number
2013,Arts & Culture,Office of Arts & Culture,Arts and Culture,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,414100,56200
2015,Arts & Culture,Office of Arts & Culture,Arts and Culture,Other Expenses,Special Appropriations,$150000.00,$150000.00,Special Appropriations, General Fund , Tax Supported Funds ,414100,56200
2012,Arts & Culture,Library Department,Library Administration,Other Expenses,Land & Non-Structural,$24100.00,$24100.00,Land & Non-Structural, General Fund , Tax Supported Funds ,110100,58000
2015,Arts & Culture,Library Department,Library Administration,Other Expenses,Land & Non-Structural,$25000.00,$25000.00,Land & Non-Structural, General Fund , Tax Supported Funds ,110100,58000
2012,Arts & Culture,Office of Arts & Culture,Arts and Culture,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,414100,56200
2013,Arts & Culture,Library Department,Library Administration,Other Expenses,Land & Non-Structural,$39952.38,$39952.38,Land & Non-Structural, General Fund , Tax Supported Funds ,110100,58000
2014,Arts & Culture,Library Department,Library Administration,Other Expenses,Land & Non-Structural,$25000.00,$25000.00,Land & Non-Structural, General Fund , Tax Supported Funds ,110100,58000
2014,Arts & Culture,Office of Arts & Culture,Arts and Culture,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,414100,56200
2015,Fixed Costs,Pensions,Pensions,Other Expenses,Special Appropriations,$169624583.00,$169624583.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2012,Fixed Costs,State Assessments,Mosquito Control Project,Other Expenses,Special Appropriations,$227147.00,$227147.00,Special Appropriations, General Fund , Tax Supported Funds ,100004,56200
2013,Fixed Costs,State Assessments,School Choice,Other Expenses,Special Appropriations,$293596.00,$293596.00,Special Appropriations, General Fund , Tax Supported Funds ,100017,56200
2014,Fixed Costs,State Assessments,RMV Non Renewal Surcharge,Other Expenses,Special Appropriations,$2811520.00,$2811520.00,Special Appropriations, General Fund , Tax Supported Funds ,100003,56200
2013,Fixed Costs,State Assessments,RMV Non Renewal Surcharge,Other Expenses,Special Appropriations,$2811520.00,$2811520.00,Special Appropriations, General Fund , Tax Supported Funds ,100003,56200
2012,Fixed Costs,Reserve,Reserve,Other Expenses,Special Appropriations,$613086.04,$613086.04,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2012,Fixed Costs,State Assessments,RMV Non Renewal Surcharge,Other Expenses,Special Appropriations,$2906560.00,$2906560.00,Special Appropriations, General Fund , Tax Supported Funds ,100003,56200
2014,Fixed Costs,State Assessments,Retired Employees Health Insurance,Other Expenses,Special Appropriations,$183348.00,$183348.00,Special Appropriations, General Fund , Tax Supported Funds ,100002,56200
2012,Fixed Costs,State Assessments,School Choice,Other Expenses,Special Appropriations,$449535.00,$449535.00,Special Appropriations, General Fund , Tax Supported Funds ,100017,56200
2015,Fixed Costs,Debt Service,Debt Service,Other Expenses,Special Appropriations,$154741844.08,$154741844.08,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2013,Fixed Costs,State Assessments,Retired Employees Health Insurance,Other Expenses,Special Appropriations,$186744.00,$186744.00,Special Appropriations, General Fund , Tax Supported Funds ,100002,56200
2012,Fixed Costs,Suffolk County Sheriff Dept,Suffolk County Sheriff Dept,Other Expenses,Special Appropriations,$3923831.00,$3923831.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2014,Fixed Costs,Suffolk County Sheriff Dept,Suffolk County Sheriff Dept,Other Expenses,Special Appropriations,$3923831.00,$3923831.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2012,Fixed Costs,Pensions,Pensions,Other Expenses,Special Appropriations,$126396494.00,$126396494.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2015,Fixed Costs,State Assessments,Charter School Tuition,Other Expenses,Special Appropriations,$130124868.00,$130124868.00,Special Appropriations, General Fund , Tax Supported Funds ,100021,56200
2013,Fixed Costs,Suffolk County Sheriff Dept,Suffolk County Sheriff Dept,Other Expenses,Special Appropriations,$3923831.00,$3923831.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2012,Fixed Costs,State Assessments,Boston Metro Transit District,Other Expenses,Special Appropriations,$11608.00,$11608.00,Special Appropriations, General Fund , Tax Supported Funds ,100009,56200
2012,Fixed Costs,State Assessments,Essex County Tch Inst Snd Tuit,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,100024,56200
2015,Fixed Costs,State Assessments,School Choice,Other Expenses,Special Appropriations,$273873.00,$273873.00,Special Appropriations, General Fund , Tax Supported Funds ,100017,56200
2015,Fixed Costs,State Assessments,Metropolitan Area Planning Council,Other Expenses,Special Appropriations,$205444.00,$205444.00,Special Appropriations, General Fund , Tax Supported Funds ,100007,56200
2013,Fixed Costs,Reserve,Reserve,Other Expenses,Special Appropriations,$725000.00,$725000.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2012,Fixed Costs,Debt Service,Debt Service,Other Expenses,Special Appropriations,$130591994.99,$130591994.99,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2014,Fixed Costs,Reserve,Reserve,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2013,Fixed Costs,Pensions,Pensions,Other Expenses,Special Appropriations,$136976724.00,$136976724.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2014,Fixed Costs,Pensions,Pensions,Other Expenses,Special Appropriations,$152914962.00,$152914962.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2014,Fixed Costs,Debt Service,Debt Service,Other Expenses,Special Appropriations,$143987506.74,$143987506.74,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2015,Fixed Costs,State Assessments,MBTA,Other Expenses,Special Appropriations,$81269504.00,$81269504.00,Special Appropriations, General Fund , Tax Supported Funds ,100008,56200
2014,Fixed Costs,State Assessments,Essex County Tch Inst Snd Tuit,Other Expenses,Special Appropriations,$12553.00,$12553.00,Special Appropriations, General Fund , Tax Supported Funds ,100024,56200
2014,Fixed Costs,State Assessments,Charter School Tuition,Other Expenses,Special Appropriations,$108661809.00,$108661809.00,Special Appropriations, General Fund , Tax Supported Funds ,100021,56200
2015,Fixed Costs,State Assessments,RMV Non Renewal Surcharge,Other Expenses,Special Appropriations,$2538700.00,$2538700.00,Special Appropriations, General Fund , Tax Supported Funds ,100003,56200
2013,Fixed Costs,State Assessments,Boston Metro Transit District,Other Expenses,Special Appropriations,$11608.00,$11608.00,Special Appropriations, General Fund , Tax Supported Funds ,100009,56200
2012,Fixed Costs,State Assessments,Metropolitan Area Planning Council,Other Expenses,Special Appropriations,$195548.00,$195548.00,Special Appropriations, General Fund , Tax Supported Funds ,100007,56200
2014,Fixed Costs,State Assessments,School Choice,Other Expenses,Special Appropriations,$321286.00,$321286.00,Special Appropriations, General Fund , Tax Supported Funds ,100017,56200
2014,Fixed Costs,State Assessments,Boston Metro Transit District,Other Expenses,Special Appropriations,$11599.00,$11599.00,Special Appropriations, General Fund , Tax Supported Funds ,100009,56200
2014,Fixed Costs,State Assessments,MBTA,Other Expenses,Special Appropriations,$79150549.00,$79150549.00,Special Appropriations, General Fund , Tax Supported Funds ,100008,56200
2012,Fixed Costs,State Assessments,Retired Employees Health Insurance,Other Expenses,Special Appropriations,$180269.00,$180269.00,Special Appropriations, General Fund , Tax Supported Funds ,100002,56200
2015,Fixed Costs,State Assessments,Metropolitan Air Pollution Districts,Other Expenses,Special Appropriations,$209721.00,$209721.00,Special Appropriations, General Fund , Tax Supported Funds ,100006,56200
2015,Fixed Costs,State Assessments,Special Education,Other Expenses,Special Appropriations,$558718.00,$558718.00,Special Appropriations, General Fund , Tax Supported Funds ,100005,56200
2015,Fixed Costs,State Assessments,Boston Metro Transit District,Other Expenses,Special Appropriations,$11599.00,$11599.00,Special Appropriations, General Fund , Tax Supported Funds ,100009,56200
2013,Fixed Costs,State Assessments,MBTA,Other Expenses,Special Appropriations,$78301126.00,$78301126.00,Special Appropriations, General Fund , Tax Supported Funds ,100008,56200
2013,Fixed Costs,State Assessments,Metropolitan Area Planning Council,Other Expenses,Special Appropriations,$193780.00,$193780.00,Special Appropriations, General Fund , Tax Supported Funds ,100007,56200
2014,Fixed Costs,State Assessments,Metropolitan Area Planning Council,Other Expenses,Special Appropriations,$198624.00,$198624.00,Special Appropriations, General Fund , Tax Supported Funds ,100007,56200
2013,Fixed Costs,Debt Service,Debt Service,Other Expenses,Special Appropriations,$129169653.27,$129169653.27,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2012,Fixed Costs,State Assessments,Metropolitan Air Pollution Districts,Other Expenses,Special Appropriations,$199483.00,$199483.00,Special Appropriations, General Fund , Tax Supported Funds ,100006,56200
2012,Fixed Costs,State Assessments,MBTA,Other Expenses,Special Appropriations,$77760210.00,$77760210.00,Special Appropriations, General Fund , Tax Supported Funds ,100008,56200
2012,Fixed Costs,State Assessments,Special Education,Other Expenses,Special Appropriations,$606791.00,$606791.00,Special Appropriations, General Fund , Tax Supported Funds ,100005,56200
2015,Fixed Costs,State Assessments,Essex County Tch Inst Snd Tuit,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,100024,56200
2014,Fixed Costs,State Assessments,Metropolitan Air Pollution Districts,Other Expenses,Special Appropriations,$208218.00,$208218.00,Special Appropriations, General Fund , Tax Supported Funds ,100006,56200
2014,Fixed Costs,State Assessments,Mosquito Control Project,Other Expenses,Special Appropriations,$262320.00,$262320.00,Special Appropriations, General Fund , Tax Supported Funds ,100004,56200
2013,Fixed Costs,State Assessments,Metropolitan Air Pollution Districts,Other Expenses,Special Appropriations,$200891.00,$200891.00,Special Appropriations, General Fund , Tax Supported Funds ,100006,56200
2015,Fixed Costs,Suffolk County Sheriff Dept,Suffolk County Sheriff Dept,Other Expenses,Special Appropriations,$3874532.00,$3874532.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2013,Fixed Costs,State Assessments,Special Education,Other Expenses,Special Appropriations,$554189.00,$554189.00,Special Appropriations, General Fund , Tax Supported Funds ,100005,56200
2012,Fixed Costs,State Assessments,Charter School Tuition,Other Expenses,Special Appropriations,$74085738.00,$74085738.00,Special Appropriations, General Fund , Tax Supported Funds ,100021,56200
2015,Fixed Costs,Reserve,Reserve,Other Expenses,Special Appropriations,$700000.00,$700000.00,Special Appropriations, General Fund , Tax Supported Funds ,,56200
2015,Fixed Costs,State Assessments,Mosquito Control Project,Other Expenses,Special Appropriations,$263161.00,$263161.00,Special Appropriations, General Fund , Tax Supported Funds ,100004,56200
2013,Fixed Costs,State Assessments,Essex County Tch Inst Snd Tuit,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,100024,56200
2015,Fixed Costs,State Assessments,Retired Employees Health Insurance,Other Expenses,Special Appropriations,$109548.00,$109548.00,Special Appropriations, General Fund , Tax Supported Funds ,100002,56200
2013,Fixed Costs,State Assessments,Charter School Tuition,Other Expenses,Special Appropriations,$89565576.00,$89565576.00,Special Appropriations, General Fund , Tax Supported Funds ,100021,56200
2013,Fixed Costs,State Assessments,Mosquito Control Project,Other Expenses,Special Appropriations,$256789.00,$256789.00,Special Appropriations, General Fund , Tax Supported Funds ,100004,56200
2015,"Finance, Budget & Administration",Workers' Compensation Fund,Workers' Compensation Fund,Other Expenses,Special Appropriations,$2200000.00,$2200000.00,Special Appropriations, General Fund , Tax Supported Funds ,341,56200
2015,"Finance, Budget & Administration",Execution of Courts,Execution of Courts,Other Expenses,Special Appropriations,$3500000.00,$3500000.00,Special Appropriations, General Fund , Tax Supported Funds ,333,56200
2012,"Finance, Budget & Administration",Treasury Department,Special Collections,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,137200,56200
2013,"Finance, Budget & Administration",Treasury Department,Payment Services,Other Expenses,Special Appropriations,$482136.30,$482136.30,Special Appropriations, General Fund , Tax Supported Funds ,137300,56200
2015,"Finance, Budget & Administration",Purchasing Division,Central Services,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,143300,56200
2012,"Finance, Budget & Administration",Workers' Compensation Fund,Workers' Compensation Fund,Other Expenses,Special Appropriations,$2596645.95,$2596645.95,Special Appropriations, General Fund , Tax Supported Funds ,341,56200
2013,"Finance, Budget & Administration",Purchasing Division,Central Services,Other Expenses,Special Appropriations,$534.79,$534.79,Special Appropriations, General Fund , Tax Supported Funds ,143300,56200
2015,"Finance, Budget & Administration",Treasury Department,Special Collections,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,137200,56200
2013,"Finance, Budget & Administration",Treasury Department,Special Collections,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,137200,56200
2015,"Finance, Budget & Administration",Treasury Department,Payment Services,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,137300,56200
2012,"Finance, Budget & Administration",Treasury Department,Payment Services,Other Expenses,Special Appropriations,$545901.14,$545901.14,Special Appropriations, General Fund , Tax Supported Funds ,137300,56200
2014,"Finance, Budget & Administration",Treasury Department,Payment Services,Other Expenses,Special Appropriations,$600000.00,$600000.00,Special Appropriations, General Fund , Tax Supported Funds ,137300,56200
2013,"Finance, Budget & Administration",Workers' Compensation Fund,Workers' Compensation Fund,Other Expenses,Special Appropriations,$2085234.10,$2085234.10,Special Appropriations, General Fund , Tax Supported Funds ,341,56200
2013,"Finance, Budget & Administration",Execution of Courts,Execution of Courts,Other Expenses,Special Appropriations,$11976054.10,$11976054.10,Special Appropriations, General Fund , Tax Supported Funds ,333,56200
2014,"Finance, Budget & Administration",Purchasing Division,Central Services,Other Expenses,Special Appropriations,$6000.00,$6000.00,Special Appropriations, General Fund , Tax Supported Funds ,143300,56200
2013,"Finance, Budget & Administration",Purchasing Division,Procurement,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,143200,56200
2012,"Finance, Budget & Administration",Execution of Courts,Execution of Courts,Other Expenses,Special Appropriations,$14500000.88,$14500000.88,Special Appropriations, General Fund , Tax Supported Funds ,333,56200
2015,"Finance, Budget & Administration",Purchasing Division,Procurement,Other Expenses,Special Appropriations,$6000.00,$6000.00,Special Appropriations, General Fund , Tax Supported Funds ,143200,56200
2012,"Finance, Budget & Administration",Purchasing Division,Procurement,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,143200,56200
2014,"Finance, Budget & Administration",Treasury Department,Special Collections,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,137200,56200
2012,"Finance, Budget & Administration",Purchasing Division,Central Services,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,143300,56200
2014,"Finance, Budget & Administration",Purchasing Division,Procurement,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,143200,56200
2014,"Finance, Budget & Administration",Workers' Compensation Fund,Workers' Compensation Fund,Other Expenses,Special Appropriations,$2200000.00,$2200000.00,Special Appropriations, General Fund , Tax Supported Funds ,341,56200
2014,"Finance, Budget & Administration",Execution of Courts,Execution of Courts,Other Expenses,Special Appropriations,$3500000.00,$3500000.00,Special Appropriations, General Fund , Tax Supported Funds ,333,56200
2014,Fixed Costs,State Assessments,Special Education,Other Expenses,Special Appropriations,$565272.00,$565272.00,Special Appropriations, General Fund , Tax Supported Funds ,100005,56200
2015,"Environment, Energy & Open Space",Parks & Recreation Department,Cemetery,Other Expenses,Land & Non-Structural,$50000.00,$50000.00,Land & Non-Structural, General Fund , Tax Supported Funds ,400100,58000
2014,"Environment, Energy & Open Space",Parks & Recreation Department,Parks Maintenance,Other Expenses,Special Appropriations,$50000.00,$50000.00,Special Appropriations, General Fund , Tax Supported Funds ,300200,56200
2012,"Environment, Energy & Open Space",Parks & Recreation Department,Cemetery,Other Expenses,Land & Non-Structural,$51135.00,$51135.00,Land & Non-Structural, General Fund , Tax Supported Funds ,400100,58000
2012,"Environment, Energy & Open Space",Parks & Recreation Department,Parks Maintenance,Other Expenses,Land & Non-Structural,$745286.71,$745286.71,Land & Non-Structural, General Fund , Tax Supported Funds ,300200,58000
2012,"Environment, Energy & Open Space",Parks & Recreation Department,Parks Maintenance,Other Expenses,Special Appropriations,$0.00,$0.00,Special Appropriations, General Fund , Tax Supported Funds ,300200,56200
2013,"Environment, Energy & Open Space",Parks & Recreation Department,Parks Maintenance,Other Expenses,Special Appropriations,$643472.94,$643472.94,Special Appropriations, General Fund , Tax Supported Funds ,300200,56200
2013,"Environment, Energy & Open Space",Parks & Recreation Department,Cemetery,Other Expenses,Land & Non-Structural,$34999.00,$34999.00,Land & Non-Structural, General Fund , Tax Supported Funds ,400100,58000
2015,"Environment, Energy & Open Space",Parks & Recreation Department,Parks Maintenance,Other Expenses,Land & Non-Structural,$770000.00,$770000.00,Land & Non-Structural, General Fund , Tax Supported Funds ,300200,58000
2015,"Environment, Energy & Open Space",Parks & Recreation Department,Parks Maintenance,Other Expenses,Special Appropriations,$45000.00,$45000.00,Special Appropriations, General Fund , Tax Supported Funds ,300200,56200
2013,"Environment, Energy & Open Space",Parks & Recreation Department,Parks Maintenance,Other Expenses,Land & Non-Structural,$658033.42,$658033.42,Land & Non-Structural, General Fund , Tax Supported Funds ,300200,58000
2014,"Environment, Energy & Open Space",Parks & Recreation Department,Cemetery,Other Expenses,Land & Non-Structural,$55000.00,$55000.00,Land & Non-Structural, General Fund , Tax Supported Funds ,400100,58000
2014,"Environment, Energy & Open Space",Parks & Recreation Department,Parks Maintenance,Other Expenses,Land & Non-Structural,$695000.00,$695000.00,Land & Non-Structural, General Fund , Tax Supported Funds ,300200,58000
2014,Economic Development Cabinet,Office of Tourism,Film & Special Events,Other Expenses,Special Appropriations,$191585.00,$191585.00,Special Appropriations, General Fund , Tax Supported Funds ,416300,56200
2015,Economic Development Cabinet,Office of Tourism,Film & Special Events,Other Expenses,Special Appropriations,$181785.00,$181785.00,Special Appropriations, General Fund , Tax Supported Funds ,416300,56200
2012,Economic Development Cabinet,Office of Tourism,Film & Special Events,Other Expenses,Special Appropriations,$181328.29,$181328.29,Special Appropriations, General Fund , Tax Supported Funds ,416300,56200
2012,Economic Development Cabinet,Office of Tourism,Tourism,Other Expenses,Special Appropriations,$12619.42,$12619.42,Special Appropriations, General Fund , Tax Supported Funds ,416400,56200
2013,Economic Development Cabinet,Office of Tourism,Film & Special Events,Other Expenses,Special Appropriations,$183509.31,$183509.31,Special Appropriations, General Fund , Tax Supported Funds ,416300,56200
2014,Economic Development Cabinet,Office of Tourism,Tourism,Other Expenses,Special Appropriations,$9875.00,$9875.00,Special Appropriations, General Fund , Tax Supported Funds ,416400,56200
2013,Economic Development Cabinet,Office of Tourism,Tourism,Other Expenses,Special Appropriations,$16044.50,$16044.50,Special Appropriations, General Fund , Tax Supported Funds ,416400,56200
2012,Education,Boston Public Schools,BPS Legal Advisor,Other Expenses,Special Appropriations,$171739.00,$171739.00,Special Appropriations, General Fund , Tax Supported Funds ,101014,56200
2015,Economic Development Cabinet,Office of Tourism,Tourism,Other Expenses,Special Appropriations,$10750.00,$10750.00,Special Appropriations, General Fund , Tax Supported Funds ,416400,56200
2013,Education,Boston Public Schools,BPS Legal Advisor,Other Expenses,Special Appropriations,$622923.58,$622923.58,Special Appropriations, General Fund , Tax Supported Funds ,101014,56200
2015,Education,Boston Public Schools,BPS Labor Relations,Other Expenses,Special Appropriations,$500000.00,$500000.00,Special Appropriations, General Fund , Tax Supported Funds ,101086,56200
2013,Education,Boston Public Schools,BPS Labor Relations,Other Expenses,Special Appropriations,$142717.88,$142717.88,Special Appropriations, General Fund , Tax Supported Funds ,101086,56200
2016,Education,Boston Public Schools,Madison Park High School,Personnel Services,Emergency Employees,$90347.00,$90347.00,Emergency Employees, General Fund , Tax Supported Funds ,101657,51100
2016,Education,Boston Public Schools,Madison Pk High/Crafts Academy,Personnel Services,Emergency Employees,$0.00,$0.00,Emergency Employees, General Fund , Tax Supported Funds ,101659,51100
2016,Education,Boston Public Schools,Madison Pk High/Health Academy,Personnel Services,Emergency Employees,$0.00,$0.00,Emergency Employees, General Fund , Tax Supported Funds ,101660,51100
2016,Education,Boston Public Schools,Madison Pk High/Freshman Academy,Personnel Services,Emergency Employees,$0.00,$0.00,Emergency Employees, General Fund , Tax Supported Funds ,101662,51100
2016,Education,Boston Public Schools,Roland Hayes Division of Music,Personnel Services,Emergency Employees,$3000.00,$3000.00,Emergency Employees, General Fund , Tax Supported Funds ,101663,51100
2016,Education,Boston Public Schools,New Mission High School,Personnel Services,Emergency Employees,$3000.00,$3000.00,Emergency Employees, General Fund , Tax Supported Funds ,101664,51100
2016,Education,Boston Public Schools,Margarita Muniz Academy,Personnel Services,Emergency Employees,$4735.00,$4735.00,Emergency Employees, General Fund , Tax Supported Funds ,101667,51100
2016,Education,Boston Public Schools,South Boston HS - Excel,Personnel Services,Emergency Employees,$31874.00,$31874.00,Emergency Employees, General Fund , Tax Supported Funds ,101671,51100
2016,Education,Boston Public Schools,Tech Boston Academy,Personnel Services,Emergency Employees,$0.00,$0.00,Emergency Employees, General Fund , Tax Supported Funds ,101674,51100
2016,Education,Boston Public Schools,WREC: Urban Science Academy,Personnel Services,Emergency Employees,$1000.00,$1000.00,Emergency Employees, General Fund , Tax Supported Funds ,101679,51100
2016,Education,Boston Public Schools,West Roxbury Academy,Personnel Services,Emergency Employees,$102173.36,$102173.36,Emergency Employees, General Fund , Tax Supported Funds ,101683,51100
2016,Education,Boston Public Schools,Asst Superintendent-Network G,Personnel Services,Emergency Employees,$39936.00,$39936.00,Emergency Employees, General Fund , Tax Supported Funds ,101807,51100
2016,Education,Boston Public Schools,Office of Budget Management,Personnel Services,Overtime,$1534833.00,$1534833.00,Overtime, General Fund , Tax Supported Funds ,101006,51200
2016,Education,Boston Public Schools,Equity,Personnel Services,Overtime,$1854.00,$1854.00,Overtime, General Fund , Tax Supported Funds ,101007,51200
2016,Education,Boston Public Schools,Early Learning Services,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101013,51200
2016,Education,Boston Public Schools,Development,Personnel Services,Overtime,$15450.00,$15450.00,Overtime, General Fund , Tax Supported Funds ,101016,51200
2016,Education,Boston Public Schools,Teaching & Learning,Personnel Services,Overtime,$66051.31,$66051.31,Overtime, General Fund , Tax Supported Funds ,101018,51200
2016,Education,Boston Public Schools,BPS Chief Financial Officer,Personnel Services,Overtime,$3082747.20,$3082747.20,Overtime, General Fund , Tax Supported Funds ,101020,51200
2016,Education,Boston Public Schools,AcadSup-High/Car & Tech,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101024,51200
2016,Education,Boston Public Schools,Institutional Advancemt,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101026,51200
2016,Education,Boston Public Schools,Accountability,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101027,51200
2016,Education,Boston Public Schools,Student Support Svc,Personnel Services,Overtime,$1972916.00,$1972916.00,Overtime, General Fund , Tax Supported Funds ,101028,51200
2016,Education,Boston Public Schools,Business Service,Personnel Services,Overtime,$30144.00,$30144.00,Overtime, General Fund , Tax Supported Funds ,101030,51200
2016,Education,Boston Public Schools,High Schl Renewal,Personnel Services,Overtime,$209446.30,$209446.30,Overtime, General Fund , Tax Supported Funds ,101032,51200
2016,Education,Boston Public Schools,Chief Academic Officer,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101033,51200
2016,Education,Boston Public Schools,Professional Dev,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101034,51200
2016,Education,Boston Public Schools,Facility Management,Personnel Services,Overtime,$1219098.01,$1219098.01,Overtime, General Fund , Tax Supported Funds ,101040,51200
2016,Education,Boston Public Schools,Alternative Education,Personnel Services,Overtime,$21630.00,$21630.00,Overtime, General Fund , Tax Supported Funds ,101043,51200
2016,Education,Boston Public Schools,Comprehensive Health Education,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101044,51200
2016,Education,Boston Public Schools,Planning & Engineering,Personnel Services,Overtime,$35606.69,$35606.69,Overtime, General Fund , Tax Supported Funds ,101046,51200
2016,Education,Boston Public Schools,Fam & Student Engagemt,Personnel Services,Overtime,$7416.00,$7416.00,Overtime, General Fund , Tax Supported Funds ,101049,51200
2016,Education,Boston Public Schools,Communication,Personnel Services,Overtime,$70604.38,$70604.38,Overtime, General Fund , Tax Supported Funds ,101050,51200
2016,Education,Boston Public Schools,Exam Schools Enrichment Prgrm,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101059,51200
2016,Education,Boston Public Schools,Horace Mann,Personnel Services,Overtime,$13054.92,$13054.92,Overtime, General Fund , Tax Supported Funds ,101064,51200
2016,Education,Boston Public Schools,Chief Operating Officer,Personnel Services,Overtime,$1236.00,$1236.00,Overtime, General Fund , Tax Supported Funds ,101068,51200
2016,Education,Boston Public Schools,BPS Human Resources,Personnel Services,Overtime,$43929.20,$43929.20,Overtime, General Fund , Tax Supported Funds ,101070,51200
2016,Education,Boston Public Schools,McKinley Voc,Personnel Services,Overtime,$2500.00,$2500.00,Overtime, General Fund , Tax Supported Funds ,101079,51200
2016,Education,Boston Public Schools,BPS Transportation,Personnel Services,Overtime,$25860.00,$25860.00,Overtime, General Fund , Tax Supported Funds ,101081,51200
2016,Education,Boston Public Schools,Info & Instr Technology,Personnel Services,Overtime,$7741.69,$7741.69,Overtime, General Fund , Tax Supported Funds ,101084,51200
2016,Education,Boston Public Schools,BPS Labor Relations,Personnel Services,Overtime,$19480.66,$19480.66,Overtime, General Fund , Tax Supported Funds ,101086,51200
2016,Education,Boston Public Schools,Enrollment Services,Personnel Services,Overtime,$10506.00,$10506.00,Overtime, General Fund , Tax Supported Funds ,101089,51200
2016,Education,Boston Public Schools,Counseling & Intervention Cent,Personnel Services,Overtime,$65469.07,$65469.07,Overtime, General Fund , Tax Supported Funds ,101091,51200
2016,Education,Boston Public Schools,School Safety Service,Personnel Services,Overtime,$211999.00,$211999.00,Overtime, General Fund , Tax Supported Funds ,101095,51200
2016,Education,Boston Public Schools,English Language Learn,Personnel Services,Overtime,$37080.00,$37080.00,Overtime, General Fund , Tax Supported Funds ,101107,51200
2016,Education,Boston Public Schools,Literacy,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101121,51200
2016,Education,Boston Public Schools,Summer School Program,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101128,51200
2016,Education,Boston Public Schools,Adult Education,Personnel Services,Overtime,$17724.43,$17724.43,Overtime, General Fund , Tax Supported Funds ,101151,51200
2016,Education,Boston Public Schools,Carter Center,Personnel Services,Overtime,$0.00,$0.00,Overtime, General Fund , Tax Supported Funds ,101165,51200
2016,Education,Boston Public Schools,Unified Student Svc,Personnel Services,Overtime,$314969.87,$314969.87,Overtime, General Fund , Tax Supported Funds ,101169,51200
2016,Education,Boston Public Schools,BPS Special Education,Personnel Services,Overtime,$114780.87,$114780.87,Overtime, General Fund , Tax Supported Funds ,101170,51200
2016,Education,Boston Public Schools,Health Service,Personnel Services,Overtime,$1.00,$1.00,Overtime, General Fund , Tax Supported Funds ,101180,51200
